x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE:in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file 
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	adjstRsq	p00	p10	p01	p20	p11	p30	p21
760.708000	9.981593e-01	1426.860311	8.746041e+00	0.007221	-3.536618e-01	-0.002681	4.460655e-03	0.000038	
761.194000	9.956275e-01	1409.542287	1.107421e+01	0.021414	-4.523795e-01	-0.002904	5.791960e-03	0.000090	
761.680000	9.879203e-01	1416.843607	1.006563e+01	0.016905	-4.095166e-01	-0.002744	5.217940e-03	0.000079	
762.166000	9.987317e-01	1404.012292	1.167090e+01	0.028171	-4.702356e-01	-0.003019	5.950324e-03	0.000107	
762.653000	9.985625e-01	1408.672388	1.101854e+01	0.028064	-4.413035e-01	-0.003022	5.552944e-03	0.000106	
763.139000	9.979750e-01	1429.750436	8.648370e+00	0.022284	-3.593923e-01	-0.002793	4.641270e-03	0.000097	
763.625000	9.975688e-01	1420.569411	9.612044e+00	0.022769	-3.902675e-01	-0.002544	4.946059e-03	0.000089	
764.111000	9.985140e-01	1413.951889	1.062113e+01	0.025537	-4.333836e-01	-0.002885	5.525227e-03	0.000101	
764.598000	9.982479e-01	1403.375612	1.160898e+01	0.025758	-4.651285e-01	-0.002864	5.870661e-03	0.000101	
765.084000	9.981467e-01	1407.475503	1.115318e+01	0.025944	-4.502691e-01	-0.003109	5.705518e-03	0.000106	
765.571000	9.965238e-01	1427.764149	8.695081e+00	0.020944	-3.559712e-01	-0.002722	4.536758e-03	0.000087	
766.057000	9.968358e-01	1412.870734	1.048004e+01	0.021400	-4.233528e-01	-0.002553	5.363023e-03	0.000085	
766.543000	9.981338e-01	1415.383727	1.040761e+01	0.025150	-4.235154e-01	-0.002838	5.387869e-03	0.000098	
767.030000	9.980051e-01	1411.779363	1.080814e+01	0.022963	-4.420486e-01	-0.002517	5.663146e-03	0.000091	
767.517000	9.993832e-01	1386.576915	1.394142e+01	0.036554	-5.642077e-01	-0.003721	7.195555e-03	0.000142	
768.003000	9.978163e-01	1414.238520	1.029836e+01	0.024629	-4.161531e-01	-0.002689	5.260935e-03	0.000093	
768.490000	9.987966e-01	1414.150369	1.034112e+01	0.027519	-4.176014e-01	-0.002953	5.288485e-03	0.000107	
768.976000	9.982103e-01	1415.016720	1.039595e+01	0.023908	-4.250942e-01	-0.002571	5.441458e-03	0.000091	
769.463000	9.983928e-01	1410.254186	1.096751e+01	0.026522	-4.481607e-01	-0.002954	5.734899e-03	0.000104	
769.950000	9.860573e-01	1407.504130	1.116132e+01	0.020827	-4.496638e-01	-0.002737	5.700797e-03	0.000077	
770.436000	9.985027e-01	1399.378827	1.218902e+01	0.027592	-4.910021e-01	-0.003125	6.218470e-03	0.000108	
770.923000	9.922602e-01	1409.527551	1.102396e+01	0.020996	-4.462278e-01	-0.003204	5.661152e-03	0.000094	
771.410000	9.979513e-01	1413.886865	1.044588e+01	0.025900	-4.220099e-01	-0.002916	5.339319e-03	0.000101	
771.897000	9.986682e-01	1407.270054	1.141394e+01	0.027748	-4.656762e-01	-0.002949	5.951103e-03	0.000107	
772.384000	9.990561e-01	1396.845211	1.273079e+01	0.033475	-5.185269e-01	-0.003431	6.641982e-03	0.000128	
772.871000	9.986050e-01	1427.484230	8.784087e+00	0.026558	-3.567815e-01	-0.002910	4.507961e-03	0.000105	
773.358000	9.955509e-01	1406.502726	1.144453e+01	0.023157	-4.666342e-01	-0.002913	5.969401e-03	0.000089	
773.845000	9.984907e-01	1415.439187	1.018435e+01	0.024299	-4.137333e-01	-0.002668	5.246459e-03	0.000095	
774.332000	9.983922e-01	1405.368080	1.151219e+01	0.025840	-4.664699e-01	-0.002760	5.933675e-03	0.000098	
774.819000	9.981555e-01	1399.101323	1.211135e+01	0.028675	-4.866349e-01	-0.003082	6.154331e-03	0.000108	
775.306000	9.991942e-01	1418.671141	9.809275e+00	0.029852	-3.969504e-01	-0.003159	5.004888e-03	0.000118	
775.793000	9.964719e-01	1404.960831	1.154186e+01	0.023278	-4.683387e-01	-0.002804	5.961802e-03	0.000089	
776.280000	9.988242e-01	1407.698614	1.117208e+01	0.027992	-4.499827e-01	-0.002995	5.691501e-03	0.000108	
776.767000	9.951997e-01	1400.062241	1.198753e+01	0.021299	-4.813684e-01	-0.002640	6.094726e-03	0.000085	
777.254000	9.986901e-01	1404.967840	1.143047e+01	0.027789	-4.599289e-01	-0.003124	5.804385e-03	0.000108	
777.741000	9.969464e-01	1434.957134	7.955062e+00	0.008200	-3.272049e-01	-0.002222	4.168469e-03	0.000034	
778.229000	9.986041e-01	1411.827431	1.068790e+01	0.025454	-4.342487e-01	-0.002801	5.514732e-03	0.000100	
778.716000	9.984582e-01	1404.497596	1.162376e+01	0.026402	-4.712377e-01	-0.002999	6.003579e-03	0.000105	
779.203000	9.947406e-01	1406.337101	1.140014e+01	0.022555	-4.634751e-01	-0.002876	5.915703e-03	0.000088	
779.691000	9.978795e-01	1412.479136	1.071601e+01	0.025312	-4.378286e-01	-0.003245	5.598789e-03	0.000107	
780.178000	9.982008e-01	1414.801408	1.033235e+01	0.024032	-4.179004e-01	-0.002806	5.291630e-03	0.000096	
780.666000	9.980752e-01	1405.948203	1.141893e+01	0.027271	-4.622787e-01	-0.003145	5.874935e-03	0.000105	
781.153000	9.992776e-01	1409.283868	1.121538e+01	0.032232	-4.588862e-01	-0.003294	5.876136e-03	0.000126	
781.641000	9.986040e-01	1419.567101	9.754459e+00	0.025566	-3.957557e-01	-0.002849	5.001862e-03	0.000101	
782.128000	9.892163e-01	1420.906950	9.573591e+00	0.018155	-3.889440e-01	-0.002805	4.920140e-03	0.000082	
782.616000	9.975469e-01	1408.840026	1.105765e+01	0.024207	-4.458971e-01	-0.002945	5.636733e-03	0.000096	
783.103000	9.990950e-01	1405.899771	1.145611e+01	0.029748	-4.632988e-01	-0.003074	5.874484e-03	0.000115	
783.591000	9.989642e-01	1403.222622	1.183304e+01	0.031855	-4.821479e-01	-0.003404	6.160347e-03	0.000124	
784.079000	9.980677e-01	1421.150350	9.523931e+00	0.024179	-3.882441e-01	-0.002821	4.936570e-03	0.000097	
784.566000	9.971732e-01	1416.191366	1.016320e+01	0.022092	-4.130836e-01	-0.002463	5.256225e-03	0.000084	
785.054000	9.974667e-01	1423.661370	9.226278e+00	0.022059	-3.730432e-01	-0.002519	4.713595e-03	0.000084	
785.542000	9.990139e-01	1403.910359	1.170940e+01	0.031013	-4.735932e-01	-0.003263	6.017405e-03	0.000119	
786.030000	9.991076e-01	1402.994328	1.171124e+01	0.031700	-4.735378e-01	-0.003276	6.005769e-03	0.000121	
786.517000	9.977870e-01	1412.034571	1.055617e+01	0.024220	-4.264444e-01	-0.002687	5.391207e-03	0.000091	
787.005000	9.939550e-01	1406.960025	1.136717e+01	0.019747	-4.635878e-01	-0.002603	5.928313e-03	0.000081	
787.493000	9.969944e-01	1422.058894	9.517356e+00	0.021951	-3.899626e-01	-0.002857	4.979426e-03	0.000093	
787.981000	9.988896e-01	1408.105213	1.122161e+01	0.027976	-4.558222e-01	-0.002962	5.810669e-03	0.000109	
788.469000	9.987137e-01	1418.738372	1.008728e+01	0.026389	-4.170862e-01	-0.002934	5.370052e-03	0.000108	
788.957000	9.894794e-01	1398.782960	1.232548e+01	0.020909	-4.990149e-01	-0.003183	6.352137e-03	0.000091	
789.445000	9.979842e-01	1395.964793	1.245301e+01	0.027376	-4.963423e-01	-0.002963	6.233340e-03	0.000099	
789.933000	9.970011e-01	1430.492416	8.462520e+00	0.020388	-3.443923e-01	-0.002371	4.350441e-03	0.000078	
790.421000	9.990483e-01	1410.675939	1.082092e+01	0.030892	-4.406057e-01	-0.003180	5.611176e-03	0.000120	
790.909000	9.985853e-01	1389.350375	1.349103e+01	0.030157	-5.474439e-01	-0.003214	6.997459e-03	0.000115	
791.398000	9.990193e-01	1390.568486	1.336803e+01	0.032355	-5.392130e-01	-0.003411	6.846869e-03	0.000124	
791.886000	9.968137e-01	1413.453508	1.047316e+01	0.022027	-4.221210e-01	-0.002567	5.335339e-03	0.000083	
792.374000	9.982399e-01	1402.441380	1.192028e+01	0.027424	-4.858743e-01	-0.002940	6.218177e-03	0.000106	
792.862000	9.942392e-01	1488.973764	1.830270e+00	0.007746	-1.125740e-01	-0.001326	1.776044e-03	0.000078	
793.351000	9.982711e-01	1415.148002	1.013036e+01	0.025907	-4.058434e-01	-0.002971	5.079572e-03	0.000103	
793.839000	9.938727e-01	1406.234172	1.161927e+01	0.021530	-4.766854e-01	-0.003047	6.117914e-03	0.000091	
794.327000	9.961405e-01	1412.278340	1.068918e+01	0.021968	-4.329394e-01	-0.002711	5.495159e-03	0.000085	
794.816000	9.984298e-01	1412.861066	1.060860e+01	0.026954	-4.299845e-01	-0.003191	5.460968e-03	0.000109	
795.304000	9.987483e-01	1392.957050	1.303654e+01	0.031108	-5.278555e-01	-0.003296	6.723549e-03	0.000118	
795.793000	9.988026e-01	1382.941997	1.423166e+01	0.034905	-5.705222e-01	-0.003791	7.199870e-03	0.000131	
796.281000	9.977394e-01	1372.528238	1.589395e+01	0.029821	-6.509002e-01	-0.003279	8.379504e-03	0.000115	
796.770000	9.986624e-01	1415.547444	1.033713e+01	0.026648	-4.210646e-01	-0.002923	5.361160e-03	0.000104	
797.258000	9.990988e-01	1401.263400	1.209840e+01	0.032053	-4.909160e-01	-0.003344	6.248063e-03	0.000124	
797.747000	9.718165e-01	1421.831778	9.284189e+00	0.015829	-3.740066e-01	-0.002699	4.697970e-03	0.000074	
798.235000	9.809343e-01	1407.617940	1.119575e+01	0.018655	-4.497764e-01	-0.003064	5.659559e-03	0.000083	
798.724000	9.980191e-01	1425.753424	9.106075e+00	0.023832	-3.728149e-01	-0.002652	4.750190e-03	0.000092	
799.213000	9.985273e-01	1393.958146	1.307948e+01	0.028819	-5.329540e-01	-0.003134	6.827380e-03	0.000110	
799.701000	9.988193e-01	1390.628548	1.331967e+01	0.028796	-5.371581e-01	-0.003362	6.817931e-03	0.000117	
800.190000	9.915432e-01	1423.279002	9.284317e+00	0.019798	-3.779201e-01	-0.002669	4.791386e-03	0.000078	
800.679000	9.978543e-01	1422.711369	9.418266e+00	0.023923	-3.845997e-01	-0.002671	4.901778e-03	0.000091	
801.168000	9.977008e-01	1420.040856	9.747595e+00	0.023505	-3.970399e-01	-0.002634	5.051443e-03	0.000089	
801.657000	9.988251e-01	1404.999522	1.158879e+01	0.028289	-4.683953e-01	-0.003149	5.936529e-03	0.000110	
802.146000	9.987496e-01	1407.585652	1.123609e+01	0.028973	-4.587278e-01	-0.003084	5.855074e-03	0.000113	
802.635000	9.987256e-01	1404.660844	1.151862e+01	0.029220	-4.657342e-01	-0.003220	5.904392e-03	0.000115	
803.123000	9.989339e-01	1410.092143	1.090913e+01	0.028718	-4.394291e-01	-0.003027	5.540568e-03	0.000109	
803.612000	9.979565e-01	1419.859844	9.839527e+00	0.024997	-4.019604e-01	-0.002812	5.123464e-03	0.000096	
804.102000	9.983511e-01	1404.517869	1.166348e+01	0.025791	-4.766787e-01	-0.002945	6.103489e-03	0.000103	
804.591000	9.979579e-01	1420.020388	9.720028e+00	0.024657	-3.938608e-01	-0.002995	4.980237e-03	0.000102	
805.080000	5.724790e-01	1455.338135	5.476775e+00	0.018671	-2.270028e-01	-0.002956	2.842031e-03	0.000072	
805.569000	9.992480e-01	1398.884487	1.249457e+01	0.033973	-5.071812e-01	-0.003564	6.459318e-03	0.000132	
806.058000	9.990665e-01	1405.291914	1.142859e+01	0.030583	-4.632697e-01	-0.003129	5.890148e-03	0.000119	
806.547000	9.991701e-01	1390.746328	1.342334e+01	0.033324	-5.462006e-01	-0.003457	6.978618e-03	0.000127	
807.036000	9.979365e-01	1403.185641	1.185707e+01	0.026960	-4.810910e-01	-0.003322	6.115080e-03	0.000109	
807.526000	9.987742e-01	1398.155397	1.247879e+01	0.028516	-5.028511e-01	-0.003163	6.368861e-03	0.000112	
808.015000	9.990599e-01	1409.084103	1.110596e+01	0.030121	-4.500914e-01	-0.003156	5.723920e-03	0.000116	
808.504000	9.981549e-01	1404.084958	1.165277e+01	0.027204	-4.733803e-01	-0.003163	6.036288e-03	0.000109	
808.994000	9.987449e-01	1406.051507	1.151701e+01	0.027411	-4.711727e-01	-0.003072	6.021627e-03	0.000106	
809.483000	9.992308e-01	1401.325321	1.210628e+01	0.032979	-4.910830e-01	-0.003421	6.237935e-03	0.000129	
809.972000	9.978880e-01	1380.737174	1.452904e+01	0.028872	-5.810305e-01	-0.003184	7.329424e-03	0.000103	
810.462000	9.989468e-01	1403.190031	1.192185e+01	0.030233	-4.824869e-01	-0.003253	6.135795e-03	0.000118	
810.951000	9.986197e-01	1392.262077	1.317178e+01	0.030486	-5.358767e-01	-0.003418	6.850140e-03	0.000119	
811.441000	9.984639e-01	1391.427300	1.325772e+01	0.026669	-5.360741e-01	-0.003258	6.820173e-03	0.000111	
811.931000	9.963871e-01	1416.348796	1.026158e+01	0.022332	-4.176308e-01	-0.002971	5.311433e-03	0.000093	
812.420000	9.988795e-01	1396.345878	1.265720e+01	0.032168	-5.068871e-01	-0.003557	6.376624e-03	0.000122	
812.910000	9.991044e-01	1398.239511	1.233935e+01	0.032139	-4.994809e-01	-0.003349	6.355629e-03	0.000124	
813.399000	9.983016e-01	1402.632417	1.194211e+01	0.027107	-4.875132e-01	-0.003185	6.227847e-03	0.000109	
813.889000	9.918508e-01	1412.528130	1.065541e+01	0.020246	-4.322328e-01	-0.002839	5.481554e-03	0.000084	
814.379000	9.980000e-01	1396.776624	1.265688e+01	0.027713	-5.117437e-01	-0.003187	6.510827e-03	0.000109	
814.869000	9.980721e-01	1403.691131	1.175753e+01	0.026064	-4.764441e-01	-0.003053	6.066520e-03	0.000102	
815.358000	9.990995e-01	1383.727086	1.411613e+01	0.032907	-5.672839e-01	-0.003416	7.181772e-03	0.000125	
815.848000	9.864672e-01	1431.742149	8.238952e+00	0.016807	-3.378858e-01	-0.002465	4.273794e-03	0.000072	
816.338000	9.970279e-01	1407.917229	1.119803e+01	0.023537	-4.518698e-01	-0.002963	5.707160e-03	0.000095	
816.828000	9.972354e-01	1424.515918	9.401234e+00	0.021903	-3.855481e-01	-0.002571	4.927022e-03	0.000086	
817.318000	9.986484e-01	1392.844538	1.299380e+01	0.029745	-5.238835e-01	-0.003442	6.643965e-03	0.000117	
817.808000	9.990783e-01	1386.158745	1.361725e+01	0.033279	-5.422235e-01	-0.003508	6.798140e-03	0.000128	
818.298000	9.909021e-01	1432.026257	8.100358e+00	0.017246	-3.285190e-01	-0.002464	4.119721e-03	0.000073	
818.788000	9.974037e-01	1419.740838	1.005864e+01	0.022033	-4.172080e-01	-0.002703	5.381663e-03	0.000092	
819.278000	9.991543e-01	1408.090783	1.141538e+01	0.032343	-4.661845e-01	-0.003317	5.955458e-03	0.000126	
819.768000	9.992815e-01	1414.153399	1.062920e+01	0.033894	-4.382684e-01	-0.003569	5.622789e-03	0.000136	
820.258000	9.988767e-01	1403.217624	1.166117e+01	0.029199	-4.755592e-01	-0.003144	6.057582e-03	0.000113	
820.748000	9.989616e-01	1400.799053	1.210386e+01	0.029709	-4.946810e-01	-0.003171	6.318260e-03	0.000116	
821.239000	9.978025e-01	1398.140773	1.253582e+01	0.028781	-5.076094e-01	-0.003319	6.457690e-03	0.000111	
821.729000	9.990904e-01	1392.263019	1.308800e+01	0.034726	-5.265410e-01	-0.003701	6.659803e-03	0.000132	
