x=sensor temperature [°C], y= Integrationtime [ms], z=counts
NOTE: in the raw data .csv files Integrationtime is given in microseconds instead of milliseconds
thus the Integrationtime has to be devided by 1000 before using it as "y" with this calibration file. 
PIXEL SELECTION: pixels with FIT_RMSE > 3.25 (RMSE in training dataset) &  dead pixels with SELECT_RMSE > 25 (RMSE in selection dataset) should be excluded from further analysis.
z(x,y)= p00 + p10*x + p01*y + p20*x^2 + p11*x*y + p30*x^3 + p21*x^2*y
wvlngth	FIT_RMSE	SELECT_RMSE	p00	p10	p01	p20	p11	p30	p21
611.143000	2.730179e+00	4.213538	1.444654e+03	6.763211	1.850761e-02	-0.272785	-2.472124e-03	0.003452	8.470839e-05	
611.618000	2.559804e+00	4.979841	1.401860e+03	11.867747	3.127223e-02	-0.470515	-3.234988e-03	0.005933	1.195574e-04	
612.094000	2.642687e+00	5.004573	1.399512e+03	12.379814	2.794615e-02	-0.498736	-2.932428e-03	0.006381	1.065356e-04	
612.570000	2.647893e+00	3.624987	1.406512e+03	11.397203	2.870342e-02	-0.451957	-3.106819e-03	0.005698	1.101853e-04	
613.046000	2.620791e+00	4.331203	1.385471e+03	13.858544	3.348191e-02	-0.545565	-3.419318e-03	0.006834	1.260886e-04	
613.522000	2.670187e+00	5.106341	1.398128e+03	12.415389	3.095533e-02	-0.493438	-3.239720e-03	0.006240	1.162815e-04	
613.998000	2.544353e+00	4.844296	1.427973e+03	8.907694	1.868099e-02	-0.360453	-2.477006e-03	0.004586	7.455975e-05	
614.474000	2.540738e+00	4.109876	1.418999e+03	9.932486	2.524289e-02	-0.397826	-2.956745e-03	0.005046	1.038491e-04	
614.950000	2.510002e+00	3.953143	1.418015e+03	9.981636	2.554686e-03	-0.401670	-3.036402e-03	0.005127	5.998775e-05	
615.426000	2.576958e+00	2.883282	1.407418e+03	11.059221	2.712633e-02	-0.432414	-2.888816e-03	0.005380	1.014956e-04	
615.902000	2.528689e+00	4.534823	1.412537e+03	10.724500	2.250844e-02	-0.427973	-2.614051e-03	0.005423	8.910002e-05	
616.378000	2.522037e+00	3.825919	1.412637e+03	10.722648	2.703551e-02	-0.428465	-3.061694e-03	0.005414	1.085156e-04	
616.854000	2.625761e+00	8.269640	1.410885e+03	10.933706	2.745176e-02	-0.436111	-2.885658e-03	0.005512	1.069908e-04	
617.330000	2.509199e+00	4.358144	1.431718e+03	8.454530	2.610989e-02	-0.342614	-2.953249e-03	0.004356	1.043485e-04	
617.806000	2.602118e+00	3.368192	1.411120e+03	10.813454	2.575760e-02	-0.427265	-2.921583e-03	0.005362	9.827001e-05	
618.282000	2.630203e+00	3.534589	1.393715e+03	12.918223	3.422991e-02	-0.510543	-3.512434e-03	0.006422	1.307040e-04	
618.759000	2.793229e+00	5.575211	1.391216e+03	13.520220	3.440608e-02	-0.544339	-3.593332e-03	0.006967	1.336354e-04	
619.235000	2.773485e+00	6.649952	1.413453e+03	10.588886	2.958117e-02	-0.423323	-3.107491e-03	0.005367	1.138124e-04	
619.711000	2.552887e+00	3.192252	1.415630e+03	10.272724	2.772019e-02	-0.412189	-2.854069e-03	0.005226	1.054816e-04	
620.188000	2.634351e+00	6.008364	1.414673e+03	10.535589	1.527926e-02	-0.420891	-2.879599e-03	0.005319	8.156770e-05	
620.664000	2.495584e+00	5.671325	1.420813e+03	9.739359	2.469261e-02	-0.390813	-2.638608e-03	0.004959	9.431983e-05	
621.141000	2.632833e+00	3.966740	1.405126e+03	11.639943	2.880657e-02	-0.466824	-2.985794e-03	0.005945	1.110892e-04	
621.617000	2.556528e+00	3.951254	1.413839e+03	10.364771	2.319839e-02	-0.407706	-3.095743e-03	0.005095	9.953732e-05	
622.094000	2.714317e+00	3.744129	1.407984e+03	11.280688	2.857385e-02	-0.449724	-2.929866e-03	0.005702	1.081341e-04	
622.570000	2.470916e+00	3.380762	1.427037e+03	8.956359	1.628947e-02	-0.362620	-2.414772e-03	0.004632	7.057242e-05	
623.047000	2.467815e+00	4.918265	1.425503e+03	9.201025	2.515027e-02	-0.370992	-2.731400e-03	0.004727	9.831751e-05	
623.523000	2.833631e+00	4.500735	1.408912e+03	11.122563	2.964175e-02	-0.442473	-3.071358e-03	0.005592	1.109581e-04	
624.000000	3.641877e+00	8.633126	1.320350e+03	21.871862	4.040984e-02	-0.861460	-4.290068e-03	0.010865	1.357092e-04	
624.477000	2.572258e+00	5.022138	1.410144e+03	11.221100	2.496486e-02	-0.452068	-2.984423e-03	0.005759	1.018259e-04	
624.953000	2.529954e+00	6.283726	1.414083e+03	10.550830	2.668866e-02	-0.422020	-2.846150e-03	0.005350	1.044183e-04	
625.430000	2.612908e+00	4.329512	1.400790e+03	12.090675	3.179882e-02	-0.478530	-3.455749e-03	0.006004	1.235416e-04	
625.907000	2.556545e+00	5.356687	1.418913e+03	9.852490	2.302900e-02	-0.389086	-2.636892e-03	0.004859	8.815666e-05	
626.383000	2.472683e+00	5.933258	1.414485e+03	10.451223	2.729785e-02	-0.419065	-2.829151e-03	0.005321	1.056802e-04	
626.860000	2.473644e+00	4.007816	1.402195e+03	12.127226	2.582308e-02	-0.489185	-2.933232e-03	0.006261	1.015508e-04	
627.337000	2.686019e+00	2.552133	1.422657e+03	9.606926	2.649501e-02	-0.388948	-2.945653e-03	0.004973	1.050910e-04	
627.814000	2.618770e+00	5.801622	1.425075e+03	9.197501	2.199620e-02	-0.369098	-2.629600e-03	0.004677	8.649677e-05	
628.291000	2.871774e+00	4.451564	1.415789e+03	10.010076	2.444326e-02	-0.390029	-2.756541e-03	0.004832	9.505212e-05	
628.768000	2.699929e+00	3.552443	1.397504e+03	12.493066	2.932429e-02	-0.497597	-3.028505e-03	0.006301	1.133425e-04	
629.245000	2.823000e+00	4.470087	1.411964e+03	10.981898	2.652944e-02	-0.445142	-3.120884e-03	0.005719	1.115064e-04	
629.722000	2.833177e+00	3.965051	1.407027e+03	11.446401	2.715581e-02	-0.458185	-2.993120e-03	0.005812	1.012305e-04	
630.199000	2.424693e+00	5.527197	1.421762e+03	9.549501	2.425647e-02	-0.382058	-2.754088e-03	0.004819	9.472385e-05	
630.676000	2.702521e+00	4.810260	1.390026e+03	13.335372	2.904670e-02	-0.527079	-3.330544e-03	0.006643	1.148330e-04	
631.153000	2.743462e+00	5.861238	1.407522e+03	11.318004	2.838578e-02	-0.450469	-3.092315e-03	0.005695	1.104499e-04	
631.630000	2.530806e+00	4.911894	1.410397e+03	10.980602	2.820385e-02	-0.437799	-3.078426e-03	0.005534	1.083461e-04	
632.108000	2.516100e+00	3.463122	1.416805e+03	10.234374	2.411271e-02	-0.409851	-2.741591e-03	0.005191	9.404207e-05	
632.585000	2.606671e+00	3.905215	1.409240e+03	11.200664	3.119708e-02	-0.446167	-3.231749e-03	0.005623	1.202200e-04	
633.062000	2.759352e+00	4.381167	1.409744e+03	10.871286	2.833711e-02	-0.426310	-3.108168e-03	0.005316	1.103364e-04	
633.539000	2.709889e+00	3.388416	1.395136e+03	12.735659	3.160975e-02	-0.504342	-3.204823e-03	0.006352	1.189770e-04	
634.017000	2.534893e+00	3.653790	1.429181e+03	8.652990	2.371628e-02	-0.345934	-2.802345e-03	0.004364	1.001881e-04	
634.494000	2.705734e+00	3.298550	1.409534e+03	11.058583	2.228028e-02	-0.441344	-2.927168e-03	0.005581	8.351610e-05	
634.971000	2.635159e+00	3.606360	1.412062e+03	10.907941	2.824473e-02	-0.438642	-3.031288e-03	0.005581	1.092288e-04	
635.449000	2.499453e+00	4.965899	1.407777e+03	11.437571	2.767697e-02	-0.458092	-2.878960e-03	0.005829	1.050846e-04	
635.926000	2.625055e+00	5.340036	1.414755e+03	10.500102	2.673877e-02	-0.422910	-2.943112e-03	0.005393	1.056589e-04	
636.404000	2.524868e+00	6.194608	1.422013e+03	9.625900	2.639038e-02	-0.386431	-2.792354e-03	0.004897	1.036153e-04	
636.881000	2.548761e+00	4.415339	1.401213e+03	12.078676	3.228500e-02	-0.483225	-3.327173e-03	0.006142	1.216516e-04	
637.359000	2.659044e+00	5.270219	1.413643e+03	10.663727	2.180896e-02	-0.428343	-2.728903e-03	0.005453	9.008805e-05	
637.837000	2.638144e+00	2.711758	1.427913e+03	8.862571	1.548172e-02	-0.356194	-2.819469e-03	0.004538	7.521879e-05	
638.314000	2.550767e+00	4.039678	1.426579e+03	8.935834	1.974035e-02	-0.355237	-2.865877e-03	0.004459	8.629481e-05	
638.792000	2.634151e+00	4.970465	1.391007e+03	13.401957	2.873711e-02	-0.534118	-3.323088e-03	0.006767	1.143344e-04	
639.270000	2.631707e+00	4.768814	1.393883e+03	13.006548	3.144325e-02	-0.519357	-3.239894e-03	0.006576	1.188589e-04	
639.747000	2.795443e+00	5.048449	1.407569e+03	11.322151	2.034806e-02	-0.449767	-3.268681e-03	0.005680	9.481757e-05	
640.225000	2.470877e+00	4.035216	1.436986e+03	7.767447	1.911639e-02	-0.313340	-2.290895e-03	0.003991	7.739642e-05	
640.703000	2.511964e+00	5.003296	1.422842e+03	9.526538	2.280643e-02	-0.384114	-2.833883e-03	0.004892	9.464484e-05	
641.181000	2.670235e+00	3.915294	1.393236e+03	12.950942	3.562933e-02	-0.511836	-3.652022e-03	0.006437	1.374106e-04	
641.658000	2.465318e+00	4.699060	1.427849e+03	8.922107	1.790076e-02	-0.362631	-2.377583e-03	0.004635	7.203066e-05	
642.136000	2.430490e+00	5.809414	1.418053e+03	10.127309	2.570283e-02	-0.406143	-2.881814e-03	0.005158	1.031212e-04	
642.614000	2.651200e+00	3.225739	1.403893e+03	11.670891	2.597516e-02	-0.461617	-2.926561e-03	0.005823	9.656384e-05	
643.092000	3.260997e+00	9.392273	1.444865e+03	6.740559	2.256179e-02	-0.276036	-2.388345e-03	0.003567	1.013976e-04	
643.570000	2.539726e+00	4.736572	1.423481e+03	9.345457	1.797672e-02	-0.375848	-2.501079e-03	0.004764	7.341984e-05	
644.048000	2.573101e+00	2.513905	1.422678e+03	9.453288	2.099757e-02	-0.380680	-2.629164e-03	0.004858	8.629398e-05	
644.526000	2.547189e+00	3.647118	1.424608e+03	9.326386	2.330008e-02	-0.374684	-2.744032e-03	0.004757	9.247203e-05	
645.004000	2.677538e+00	8.060450	1.417090e+03	10.166129	2.381149e-02	-0.404716	-2.690344e-03	0.005106	8.775935e-05	
645.483000	2.551320e+00	4.948037	1.409764e+03	11.085686	2.557067e-02	-0.441733	-2.782625e-03	0.005566	9.786108e-05	
645.961000	2.628586e+00	3.795022	1.410120e+03	11.079958	2.852416e-02	-0.444651	-3.002548e-03	0.005653	1.112021e-04	
646.439000	2.706969e+00	4.360147	1.401247e+03	12.137524	3.203359e-02	-0.484026	-3.387874e-03	0.006121	1.247809e-04	
646.917000	2.655768e+00	2.821178	1.393229e+03	12.962334	3.086883e-02	-0.511144	-3.367143e-03	0.006415	1.163380e-04	
647.395000	2.710035e+00	3.752627	1.391891e+03	13.309103	3.131175e-02	-0.529974	-3.314972e-03	0.006719	1.204550e-04	
647.874000	2.913562e+00	5.235055	1.398233e+03	12.356255	3.183895e-02	-0.492687	-3.297504e-03	0.006229	1.199291e-04	
648.352000	2.793447e+00	5.813587	1.420406e+03	9.864325	1.577366e-02	-0.400630	-2.723916e-03	0.005132	7.614296e-05	
648.830000	2.643709e+00	9.590424	1.405368e+03	11.624286	2.886534e-02	-0.463342	-3.291622e-03	0.005859	1.116835e-04	
649.309000	2.774003e+00	6.984102	1.389207e+03	13.687362	3.221929e-02	-0.549020	-3.335823e-03	0.006980	1.204836e-04	
649.787000	2.612887e+00	4.261889	1.396722e+03	12.706152	3.099333e-02	-0.508118	-3.170682e-03	0.006460	1.177861e-04	
650.266000	2.567776e+00	4.452282	1.406720e+03	11.497314	3.095935e-02	-0.459812	-3.280767e-03	0.005833	1.206457e-04	
650.744000	2.727571e+00	3.781584	1.413711e+03	10.520831	2.578864e-02	-0.420705	-3.042154e-03	0.005329	1.032270e-04	
651.223000	2.677251e+00	5.898781	1.401713e+03	11.839929	2.752825e-02	-0.467885	-2.913774e-03	0.005878	1.027707e-04	
651.701000	2.578610e+00	4.187165	1.408668e+03	11.210494	2.675979e-02	-0.447534	-2.944966e-03	0.005661	1.019671e-04	
652.180000	2.811863e+00	4.363967	1.391643e+03	13.365594	3.322714e-02	-0.535328	-3.391060e-03	0.006808	1.272457e-04	
652.658000	2.522935e+00	3.335013	1.435647e+03	7.926416	1.899153e-02	-0.321379	-2.204284e-03	0.004097	7.395078e-05	
653.137000	2.648088e+00	5.295589	1.416641e+03	10.429642	1.989477e-02	-0.422879	-2.908445e-03	0.005414	8.524615e-05	
653.616000	2.528515e+00	4.869650	1.410714e+03	11.009568	2.662254e-02	-0.442371	-2.955093e-03	0.005632	1.047952e-04	
654.095000	2.528073e+00	5.777822	1.433207e+03	8.410048	1.616362e-02	-0.341589	-2.726828e-03	0.004332	7.825279e-05	
654.573000	2.719325e+00	3.522998	1.429026e+03	8.756101	2.332266e-02	-0.352203	-2.810922e-03	0.004480	9.337059e-05	
655.052000	3.009812e+00	4.411509	1.418968e+03	9.792716	2.020703e-02	-0.388263	-2.785181e-03	0.004871	7.781729e-05	
655.531000	2.754152e+00	4.996152	1.423216e+03	9.334874	2.754629e-02	-0.372300	-3.202277e-03	0.004680	1.148030e-04	
656.010000	2.538963e+00	4.485995	1.391869e+03	13.089354	2.945183e-02	-0.517399	-3.221939e-03	0.006493	1.139034e-04	
656.489000	2.809882e+00	4.462350	1.418936e+03	9.806330	2.657710e-02	-0.391020	-2.880414e-03	0.004945	1.021064e-04	
656.968000	2.577576e+00	3.885627	1.412380e+03	10.754696	2.538365e-02	-0.430028	-3.011259e-03	0.005444	1.007191e-04	
657.447000	2.486926e+00	4.978864	1.418733e+03	10.126167	1.774376e-02	-0.409040	-3.099743e-03	0.005215	8.352484e-05	
657.925000	2.533210e+00	5.559347	1.421338e+03	9.720094	2.398559e-02	-0.391957	-2.657270e-03	0.004989	9.382123e-05	
658.405000	2.590203e+00	5.209559	1.409167e+03	10.873242	2.429464e-02	-0.430846	-2.721132e-03	0.005416	9.057500e-05	
658.884000	2.842481e+00	5.406118	1.413238e+03	10.730183	2.471771e-02	-0.430274	-2.902377e-03	0.005461	1.012598e-04	
659.363000	2.735249e+00	3.892937	1.427361e+03	8.831738	1.394557e-02	-0.355032	-1.902159e-03	0.004503	4.615090e-05	
659.842000	2.601007e+00	7.679377	1.432972e+03	8.175381	2.038897e-02	-0.329328	-2.271878e-03	0.004179	8.071575e-05	
660.321000	2.640359e+00	4.966117	1.414061e+03	10.714073	2.634026e-02	-0.430331	-3.125934e-03	0.005470	1.064679e-04	
660.800000	2.872462e+00	5.111211	1.406419e+03	11.302406	3.009189e-02	-0.447070	-3.139397e-03	0.005626	1.136450e-04	
661.279000	2.574293e+00	4.874329	1.402609e+03	11.906529	3.181023e-02	-0.476669	-3.253373e-03	0.006047	1.214481e-04	
661.759000	2.913258e+00	5.617956	1.392497e+03	13.408312	2.950731e-02	-0.541699	-3.178051e-03	0.006947	1.148440e-04	
662.238000	2.565352e+00	6.981358	1.411304e+03	10.790432	2.819934e-02	-0.427560	-2.937159e-03	0.005365	1.084902e-04	
662.717000	2.762841e+00	5.251645	1.386196e+03	13.901038	3.326758e-02	-0.555739	-3.527841e-03	0.007063	1.281089e-04	
663.197000	2.836838e+00	6.336990	1.430529e+03	8.425614	1.813578e-02	-0.334003	-2.717523e-03	0.004172	8.308032e-05	
663.676000	2.658853e+00	5.560344	1.404691e+03	11.641407	2.938566e-02	-0.464964	-3.050895e-03	0.005887	1.103704e-04	
664.155000	2.478302e+00	6.487482	1.442106e+03	7.129757	1.510024e-02	-0.292186	-1.966203e-03	0.003745	5.535030e-05	
664.635000	2.551283e+00	6.624668	1.421999e+03	9.717666	2.400644e-02	-0.393918	-2.719976e-03	0.005023	9.524677e-05	
665.114000	2.666149e+00	4.978710	1.399290e+03	12.348541	2.949002e-02	-0.493851	-3.082748e-03	0.006262	1.110492e-04	
665.594000	2.650136e+00	3.017518	1.419534e+03	9.891831	2.592183e-02	-0.397432	-2.679599e-03	0.005043	9.593740e-05	
666.073000	2.556748e+00	5.531437	1.406618e+03	11.604432	2.955322e-02	-0.469289	-3.077623e-03	0.005998	1.117569e-04	
666.553000	2.579191e+00	6.323656	1.417278e+03	10.328603	2.450885e-02	-0.421184	-2.582179e-03	0.005408	9.563056e-05	
667.033000	2.697412e+00	3.345048	1.398662e+03	12.492990	2.932826e-02	-0.500225	-3.098363e-03	0.006349	1.118553e-04	
667.512000	2.537131e+00	4.830727	1.439025e+03	7.672539	2.073879e-02	-0.315735	-2.465974e-03	0.004057	8.325789e-05	
667.992000	2.566236e+00	5.992667	1.407209e+03	11.184874	2.684741e-02	-0.444317	-3.020243e-03	0.005595	1.041842e-04	
668.472000	2.787470e+00	3.319845	1.395315e+03	12.835031	3.042631e-02	-0.512560	-3.234053e-03	0.006488	1.176174e-04	
668.951000	2.588543e+00	5.507213	1.417461e+03	10.286766	2.609255e-02	-0.415769	-2.897639e-03	0.005295	1.050523e-04	
669.431000	2.675440e+00	5.860344	1.416536e+03	10.138618	1.939835e-02	-0.404124	-2.470340e-03	0.005093	7.633018e-05	
669.911000	2.606217e+00	6.616129	1.399392e+03	12.359400	2.939665e-02	-0.495397	-3.119340e-03	0.006291	1.134258e-04	
670.391000	2.630856e+00	3.400196	1.406477e+03	11.327447	2.763966e-02	-0.450805	-2.984547e-03	0.005686	1.051589e-04	
670.871000	2.506089e+00	4.678909	1.442687e+03	7.291350	6.365036e-03	-0.302199	-2.513404e-03	0.003906	4.440475e-05	
671.351000	2.758076e+00	5.111241	1.405922e+03	11.524904	2.944971e-02	-0.462334	-3.027656e-03	0.005869	1.139338e-04	
671.831000	2.646498e+00	9.262158	1.414055e+03	10.450800	2.592115e-02	-0.418713	-2.939301e-03	0.005281	9.977683e-05	
672.311000	2.630039e+00	8.212369	1.400917e+03	12.196248	3.103931e-02	-0.488568	-3.309918e-03	0.006199	1.224717e-04	
672.791000	2.507048e+00	5.745141	1.400433e+03	12.161088	2.885816e-02	-0.483155	-3.092094e-03	0.006080	1.096689e-04	
673.271000	2.604339e+00	5.235313	1.415461e+03	10.551023	2.717820e-02	-0.427255	-2.987015e-03	0.005460	1.057010e-04	
673.751000	2.647161e+00	8.608850	1.431678e+03	8.367905	2.224864e-02	-0.334963	-2.437919e-03	0.004211	8.972328e-05	
674.231000	2.672585e+00	6.071544	1.392755e+03	13.227117	3.199552e-02	-0.531182	-3.280759e-03	0.006765	1.222785e-04	
674.711000	2.775813e+00	5.243249	1.399753e+03	12.228821	2.778825e-02	-0.486505	-2.958704e-03	0.006141	1.034423e-04	
675.191000	2.662540e+00	5.807218	1.406870e+03	11.433770	2.906285e-02	-0.458913	-3.090987e-03	0.005834	1.123632e-04	
675.671000	2.624906e+00	7.510739	1.438121e+03	7.536723	1.115377e-02	-0.304302	-1.877309e-03	0.003843	4.360155e-05	
676.152000	2.963006e+00	7.338098	1.414838e+03	10.336137	2.444509e-02	-0.414205	-2.718198e-03	0.005246	9.291517e-05	
676.632000	2.458499e+00	3.930865	1.424749e+03	9.189215	2.206904e-02	-0.369883	-2.642885e-03	0.004690	8.542410e-05	
677.112000	2.474718e+00	6.704573	1.405395e+03	11.620893	2.880973e-02	-0.465610	-3.161249e-03	0.005900	1.140570e-04	
677.593000	2.571240e+00	4.106928	1.409473e+03	11.206813	2.661619e-02	-0.451196	-2.945485e-03	0.005741	1.015564e-04	
678.073000	2.607490e+00	5.866339	1.412387e+03	10.860680	2.650592e-02	-0.440356	-3.013454e-03	0.005634	1.048272e-04	
678.553000	2.693801e+00	5.977677	1.415973e+03	10.316306	2.520002e-02	-0.416805	-2.635899e-03	0.005307	9.669095e-05	
679.034000	2.689467e+00	5.310927	1.414724e+03	10.511208	2.113415e-02	-0.424687	-2.793389e-03	0.005420	8.632873e-05	
679.514000	2.524952e+00	4.745505	1.406410e+03	11.534858	2.425111e-02	-0.465541	-2.921808e-03	0.005943	9.631133e-05	
679.995000	2.665189e+00	5.938382	1.413072e+03	10.390913	2.643826e-02	-0.410083	-2.879037e-03	0.005129	1.014218e-04	
680.476000	2.746675e+00	5.975182	1.406465e+03	11.432071	2.781898e-02	-0.458482	-3.084579e-03	0.005808	1.091844e-04	
680.956000	2.665632e+00	6.214540	1.389537e+03	13.569409	3.364515e-02	-0.544176	-3.547939e-03	0.006912	1.307237e-04	
681.437000	2.551351e+00	4.543334	1.413874e+03	10.639260	2.903565e-02	-0.429887	-3.117285e-03	0.005477	1.131052e-04	
681.917000	2.550553e+00	4.548992	1.414452e+03	10.559138	2.543899e-02	-0.427367	-2.776327e-03	0.005456	9.668063e-05	
682.398000	2.580565e+00	12.408998	1.422887e+03	9.466019	1.917574e-02	-0.382107	-2.329851e-03	0.004863	7.554811e-05	
682.879000	2.696828e+00	4.223130	1.414056e+03	10.566919	2.694472e-02	-0.424067	-3.075683e-03	0.005371	1.091599e-04	
683.360000	2.610096e+00	4.730612	1.424969e+03	9.245850	2.456630e-02	-0.371543	-2.807955e-03	0.004699	9.812278e-05	
683.840000	2.613981e+00	5.698902	1.397270e+03	12.628793	3.021671e-02	-0.506786	-3.197717e-03	0.006439	1.148727e-04	
684.321000	2.571387e+00	7.181326	1.413404e+03	10.537923	1.901175e-02	-0.421113	-2.646902e-03	0.005325	7.498857e-05	
684.802000	2.669057e+00	5.323923	1.408573e+03	11.197382	2.491124e-02	-0.449781	-2.750713e-03	0.005703	9.345796e-05	
685.283000	2.692606e+00	5.513658	1.415042e+03	10.628270	2.576939e-02	-0.432343	-2.893132e-03	0.005549	1.048694e-04	
685.764000	2.653844e+00	4.744822	1.396688e+03	12.645834	3.081843e-02	-0.506469	-3.184142e-03	0.006420	1.147560e-04	
686.245000	2.489963e+00	5.494845	1.416534e+03	10.303294	2.488658e-02	-0.415523	-2.771546e-03	0.005280	9.609451e-05	
686.726000	2.777816e+00	5.422797	1.408300e+03	11.150341	2.112119e-02	-0.445636	-2.531712e-03	0.005655	8.015302e-05	
687.207000	2.777628e+00	5.638258	1.404441e+03	11.791575	2.649300e-02	-0.479475	-2.829838e-03	0.006167	1.014308e-04	
687.688000	2.633283e+00	2.545496	1.411529e+03	10.842768	2.467726e-02	-0.434269	-3.035717e-03	0.005491	1.022438e-04	
688.169000	2.514385e+00	5.908906	1.432688e+03	8.332031	1.590664e-02	-0.339316	-2.216347e-03	0.004336	6.232989e-05	
688.650000	2.450193e+00	5.731809	1.424944e+03	9.176132	2.335748e-02	-0.366783	-2.730328e-03	0.004615	9.388581e-05	
689.131000	2.708411e+00	7.610869	1.423067e+03	9.496083	2.156514e-02	-0.383577	-2.538001e-03	0.004873	8.560184e-05	
689.612000	2.781826e+00	5.541121	1.416168e+03	10.344319	2.182241e-02	-0.417123	-2.542428e-03	0.005293	8.643447e-05	
690.094000	2.671125e+00	5.137764	1.405355e+03	11.670293	3.174732e-02	-0.469668	-3.295603e-03	0.005967	1.237268e-04	
690.575000	2.656184e+00	5.905289	1.400587e+03	12.164412	3.599615e-02	-0.487261	-3.647577e-03	0.006177	1.387034e-04	
691.056000	2.680441e+00	5.235978	1.392931e+03	13.119628	3.077254e-02	-0.526562	-3.241876e-03	0.006695	1.154556e-04	
691.537000	2.577011e+00	3.201707	1.405565e+03	11.686764	2.769442e-02	-0.473431	-3.006692e-03	0.006054	1.081379e-04	
692.019000	2.447692e+00	5.891097	1.417608e+03	10.010956	2.450298e-02	-0.397244	-2.803360e-03	0.004972	9.322605e-05	
692.500000	2.639707e+00	3.627537	1.417043e+03	10.118652	2.652410e-02	-0.405619	-3.061328e-03	0.005130	1.039711e-04	
692.982000	2.605644e+00	4.780868	1.421556e+03	9.645181	1.435726e-02	-0.391421	-2.567099e-03	0.004992	5.824222e-05	
693.463000	2.557340e+00	5.326943	1.421449e+03	9.691864	2.240410e-02	-0.390582	-2.809423e-03	0.004958	9.527316e-05	
693.944000	2.729479e+00	6.786786	1.423739e+03	9.164882	2.431881e-02	-0.364018	-2.607324e-03	0.004578	9.614726e-05	
694.426000	2.680855e+00	4.077190	1.402323e+03	11.924617	2.849929e-02	-0.475080	-3.111123e-03	0.005991	1.091373e-04	
694.908000	2.541059e+00	5.843919	1.406528e+03	11.448745	2.755968e-02	-0.461023	-2.911381e-03	0.005856	1.078448e-04	
695.389000	2.966380e+00	5.684165	1.401922e+03	11.932569	2.662347e-02	-0.478793	-2.819746e-03	0.006092	1.039417e-04	
695.871000	3.038374e+00	9.029158	1.399999e+03	12.141052	3.214631e-02	-0.483416	-3.261304e-03	0.006090	1.235472e-04	
696.352000	2.890968e+00	5.337644	1.398331e+03	12.236751	3.205768e-02	-0.487140	-3.232980e-03	0.006139	1.212470e-04	
696.834000	2.512738e+00	4.339078	1.429535e+03	8.582927	2.179400e-02	-0.342430	-2.606256e-03	0.004279	8.486850e-05	
697.316000	2.571342e+00	6.169006	1.427509e+03	9.055140	2.035459e-02	-0.369762	-2.427650e-03	0.004734	8.017062e-05	
697.798000	2.609264e+00	6.963160	1.408685e+03	11.028346	2.350990e-02	-0.436915	-2.701464e-03	0.005476	8.930126e-05	
698.279000	2.693527e+00	6.248203	1.437262e+03	7.719276	2.114127e-02	-0.316648	-2.354708e-03	0.004060	8.815627e-05	
698.761000	2.725682e+00	5.431566	1.417984e+03	10.062998	2.545324e-02	-0.405506	-2.773603e-03	0.005142	9.839712e-05	
699.243000	2.630359e+00	10.906235	1.396162e+03	12.625648	3.070277e-02	-0.501259	-3.388744e-03	0.006294	1.147155e-04	
699.725000	2.596129e+00	7.645886	1.425651e+03	9.125356	2.234637e-02	-0.369275	-2.627978e-03	0.004688	8.705836e-05	
700.207000	2.615472e+00	6.702092	1.406055e+03	11.569142	2.864927e-02	-0.462252	-3.225759e-03	0.005835	1.148359e-04	
700.689000	2.526068e+00	5.503548	1.422967e+03	9.532049	2.174476e-02	-0.386378	-2.460943e-03	0.004930	8.192011e-05	
701.171000	2.674065e+00	7.276458	1.399931e+03	12.106746	3.035713e-02	-0.483102	-3.357395e-03	0.006098	1.097088e-04	
701.653000	2.619245e+00	5.466248	1.425462e+03	9.116925	1.712455e-02	-0.368529	-2.487994e-03	0.004676	6.903494e-05	
702.135000	2.601553e+00	8.154575	1.427996e+03	8.787545	2.473842e-02	-0.354337	-2.805980e-03	0.004484	9.647235e-05	
702.617000	2.777154e+00	5.093023	1.431899e+03	8.335801	1.352447e-02	-0.337507	-2.301768e-03	0.004281	5.898862e-05	
703.099000	2.741352e+00	6.757828	1.426214e+03	9.072141	1.949927e-02	-0.367524	-2.599324e-03	0.004683	7.798891e-05	
703.581000	2.587596e+00	7.472454	1.412358e+03	10.856023	2.591287e-02	-0.441047	-2.861350e-03	0.005649	1.030654e-04	
704.063000	2.535716e+00	7.753800	1.417524e+03	10.094813	2.482866e-02	-0.408840	-2.734951e-03	0.005203	9.671633e-05	
704.546000	2.734346e+00	10.196779	1.406847e+03	11.284717	2.781513e-02	-0.457135	-2.913329e-03	0.005774	1.058459e-04	
705.028000	2.587620e+00	6.524021	1.416224e+03	10.049135	2.323414e-02	-0.401855	-2.634912e-03	0.005062	8.898852e-05	
705.510000	2.584326e+00	4.139405	1.423828e+03	9.323738	2.495423e-02	-0.378163	-2.750859e-03	0.004814	1.016874e-04	
705.992000	2.736577e+00	6.798421	1.404640e+03	11.605641	2.802118e-02	-0.462575	-2.989904e-03	0.005836	1.062360e-04	
706.475000	2.552338e+00	6.233296	1.440572e+03	7.212772	1.057953e-02	-0.289428	-1.772891e-03	0.003624	3.515569e-05	
706.957000	2.607427e+00	7.083236	1.415979e+03	10.445936	2.397619e-02	-0.422985	-2.817519e-03	0.005392	9.598640e-05	
